Código institución,Nombre institución,Código del registro,Nombre del registro,Tipo de registro,Estado registro,Descripción del registro,Área responsable,Cargo del o la responsable,Tipo de inicio,Acto de inicio,Acto de término,Producto institucional relacionado,Número Ley,URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile),Otras fuentes normativas,Pago asociado,Tipo de usuario(a),Segmento de usuarios(as),Relación con el Registro Social de Hogares (RSH) y/o con el Registro de Información Social (RIS) para la selección de sus usuarios,Disponibilidad para su realización,Nivel de digitalización,Canal digital - Canales transaccionales,Canal presencial - Canales transaccionales,Canal telefónico - Canales transaccionales,Módulos de autoatención - Canales transaccionales,URL del inicio,Ficha ChileAtiende relacionada,URL de ficha ChileAtiende,Número de plataformas electrónicas que intervienen en el soporte electrónico,Alcance de las plataformas electrónicas que soportan el registro,Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización,Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización,Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización,Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización,Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización,No utiliza mecanismo de autenticación - Autenticación,Utiliza ClaveÚnica - Autenticación,Utiliza Clave Tributaria - Autenticación,Utiliza un mecanismo de autenticación propio - Autenticación,Mecanismo de autenticación digital para funcionarios,Firma electrónica Avanzada,Notificación(es) practicada(s),Tiene etapa Inicio,Tiene etapa Instrucción,Tiene etapa Finalización,Medio utilizado para notificar en la etapa de iniciación,Medio utilizado para notificar en la etapa de instrucción,Medio utilizado para notificar en la etapa de finalización,"Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado",Documento(s) notarial(es),Nombre del documento notarial relacionado,Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado,Fecha de creación,Fecha de actualización
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00017,Gestión de instrumentos de garantías (Formato Físico),Procedimiento administrativo de función común,Completado,"Gestiona la recepción, registro, custodia y cobro de boletas de garantías que se reciben en forma física (Boleta de Garantía, Vale Vista y Cert. Fianza)",Administración y finanzas,Referente Técnico Financiero  y Profesional Finanzas,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Ingreso de Garantía,Devolución o cobro de la garantía,,19886,https://www.bcn.cl/leychile/navegar?idNorma=213004,No,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,No utiliza firma electrónica avanzada,Sí,,,Sí,,,Ambos medios,No,,,No considera comunicaciones oficiales,2023-12-28 16:00:38,2024-12-31 11:16:15
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00020,Certificado Laboral,Procedimiento administrativo de función común,Completado,"procedimiento administrativo para que los funcionarios de la institución, obtengan certificados laborales, como antiguedad, hoja de vida, capacitación, etc.",Recursos humanos - gestión de personas,Profesional de Gestión de personas.,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud o requerimiento de Certificado laboral,Entrega de certificado laboral,,18834,https://www.bcn.cl/leychile/navegar?idNorma=236392,No,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,No,,,No considera comunicaciones oficiales,2023-12-29 14:48:35,2024-12-31 10:09:16
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00021,"Denuncia maltrato, acoso laboral y/o sexual",Procedimiento administrativo de función común,Completado,"Realiza la denuncia maltrato, acoso laboral y/o sexual.",Recursos humanos - gestión de personas,Profesional de Capacitación,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.","Denuncia de maltrato, acoso laboral y/o sexual",Respuesta de la autoridad a denuncia.,,18834,https://www.bcn.cl/leychile/navegar?idNorma=30210,Sí,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,No utiliza firma electrónica avanzada,Sí,,,Sí,,,Ambos medios,No,,,No considera comunicaciones oficiales,2023-12-29 15:00:46,2024-12-31 10:36:00
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00023,Creación Presupuestaria de iniciativas,Procedimiento administrativo de función común,Completado,Se crea la asignación presupuestaria para dar continuidad a los procesos administrativos que generen la futura ejecución del proyecto,Áreas asociadas al mandato institucional,Jefe de División de Presupuesto e Inversión Regional,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Solicitud del Jefe de División de Presupuesto e Inversión Regional,Resolución que crea la asignación presupuestaria.,,21640,https://www.bcn.cl/leychile/navegar?idNorma=1199318,Sí,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,No,,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-29 16:19:08,2024-12-31 10:14:52
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00024,Formulación del proyecto de presupuestos,Procedimiento administrativo de función común,Completado,"Elaboración del proyecto de presupuestos para el año siguiente, a través de las estimaciones de ingresos y gastos de los programas de funcionamiento y de inversión regional.;",Áreas asociadas al mandato institucional,Jefe de División de PResupuesto e Inversión Regional,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Recepción de Circular indicando inicio de proceso presupuestario.,Certificación DIPRES de carga de formulación presupuestaria,,21640,https://www.bcn.cl/leychile/navegar?idNorma=1199318,Sí,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,No,,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-29 17:24:33,2024-12-31 11:08:07
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00025,Adquisición y contratación a través de Trato directo,Procedimiento administrativo de función común,Completado,Es un mecanismo excepcional de compra que implica la contratación de un sólo proveedor previa resolución fundada,Administración y finanzas,Profesional de Adquisiciones,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Solicitud de adquisición de bienes o servicios,Orden de compra,,18886,https://www.bcn.cl/leychile/navegar?idNorma=213004,Sí,,,,,,Nivel 5,Sí,,,,https://www.mercadopublico.cl/Home,,,2,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,Sí,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,,Sí,,,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2023-12-29 17:37:08,2024-12-31 12:18:30
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00026,Adquisición y contratación a través de Compra Ágil,Procedimiento administrativo de función común,Completado,"Es una modalidad de compra mediante la cual los organismos públicos pueden adquirir de manera expedita a través de www.mercadopublico.cl bienes y/o servicios por un monto igual o inferior a 30 UTM, incluyendo el IVA y todos los costos asociados a la adquisición (ej: despacho/flete), requiriendo un mínimo de tres cotizaciones previas.",Administración y finanzas,Encargado de Adquisiciones,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Solicitud de adquisición tramitada,Orden de compra.,,18886,https://www.bcn.cl/leychile/navegar?idNorma=213004,Sí,,,,,,Nivel 5,Sí,,,,https://www.mercadopublico.cl/Home,,,2,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,Sí,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2023-12-29 17:50:15,2024-12-31 12:14:10
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00027,Adquisición y contratación a través de Convenio marco,Procedimiento administrativo de función común,Completado,Es una modalidad de compra de bienes y servicios a través de un catálogo electrónico o tienda virtual y constituyen la primera opción de compra de los organismos públicos.;,Administración y finanzas,Profesional de Adquisiciones,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Solicitud de adquisición de bienes o servicios,Orden de compra,,18886,https://www.bcn.cl/leychile/navegar?idNorma=213004,Sí,,,,,,Nivel 5,Sí,,,,https://www.mercadopublico.cl/Home,,,2,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,Sí,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,,Sí,,,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2023-12-29 17:53:36,2024-12-31 12:15:02
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00028,Adquisición y contratación a través de Licitación pública,Procedimiento administrativo de función común,Completado,"Es un procedimiento administrativo efectuado en forma autónoma por un organismo comprador, en el que se hace un llamado Público a los proveedores interesados a proporcionar un bien o servicio y selecciona y acepta la oferta más conveniente según los criterios que se establezcan en las bases de licitación;",Administración y finanzas,Profesional de Adquisiciones,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Solicitud de adquisición de bienes o servicios,Orden de compra,,18886,https://www.bcn.cl/leychile/navegar?idNorma=213004,Sí,,,,,,Nivel 5,Sí,,,,https://www.mercadopublico.cl/Home,,,2,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,Sí,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,,Sí,,,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2023-12-29 18:03:33,2024-12-31 12:16:14
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00029,Rendición de cuenta Fondos Globales Menores,Procedimiento administrativo de función común,Completado,Procedimiento del cual el funcionario rinde el correcto gasto de los recursos asignados (Fondos Globales Menores);,Administración y finanzas,Profesional de Finanzas (Tesorero/a),Ambos tipos de inicio (oficio y a solicitud de partes).,Resolución entrega de fondos globales al funcionario,Aprobación rendición de fondos globales,,21640,https://www.bcn.cl/leychile/navegar?idNorma=1199318,Sí,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,No utiliza firma electrónica avanzada,No,,,,,,,No,,,No considera comunicaciones oficiales,2023-12-29 18:47:13,2024-12-31 12:34:26
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00044,Solicitud de Acceso a la Información Pública (Ley 20.285),Procedimiento administrativo de función común,Completado,"Permite solicitar información en el marco de la Ley Nº20.285, que regula el principio de transparencia en la función pública y  el derecho de acceso a la información de los órganos de la Administración del Estado.",Fiscalía - jurídica,Profesional Área Juridica,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud de interesado (a) a través de Portal de Transparencia,Oficio de respuesta y registro en Portal de Transparencia,,20285,https://www.bcn.cl/leychile/navegar?idNorma=276363,No,,,,,,Nivel 5,Sí,,,,https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=undefined,,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,Sí,,,,Utiliza un mecanismo propio de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,Sí,Sí,,Solo por medios eléctronicos,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2024-10-18 18:50:06,2024-12-31 12:49:32
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00045,Solicitud de Audiencia (Ley 20.730),Procedimiento administrativo de función común,Completado,"Solicitar audiencias en el marco de la Ley 20.730 (Ley del Lobby), con el objeto de promover, defender o representar cualquier interés particular, para influir en las decisiones que en el ejercicio de sus funciones deben adoptar los sujetos pasivos de esta Institución.",Gabinete,Secretaria Gobernador,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud de Audiencia,Respuesta a solicitud de audiencia.,,20730,https://www.bcn.cl/leychile/navegar?idNorma=1060115,No,,,,,,Nivel 5,Sí,,,,https://www.leylobby.gob.cl/instituciones,,,1,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,Sí,,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,,,Sí,,,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2024-10-18 19:04:35,2024-12-31 12:51:59
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00048,Plan anual de Capacitación para la Formación y Capacitación de los funcionarios (as),Procedimiento administrativo de función común,Completado,"Consiste en la elaboración del plan anual de capacitación para el año siguiente, tomando como base  la detección de necesidades de capacitación, considerando los requerimientos de todos los equipos. El que es aprobado por el Comité Bipartito de Capacitación, y sancionado mediante acto administrativo.",Recursos humanos - gestión de personas,Encargado de Capacitación,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Oficio del Servicio Civil que indica anualmente los lineamientos para confeccionar el Plan Anual de Capacitación,Resolución que aprueba el Plan Anual de Capacitación ,,18834,https://www.bcn.cl/leychile/navegar?idNorma=30210,No,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,No,,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2024-10-19 11:45:43,2024-12-31 11:25:55
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00049,"Gestión de Felicitaciones, Sugerencia, Reclamos",Procedimiento administrativo de función común,Completado,"Procedimiento administrativo que se realiza a partir de un requerimiento ciudadano del tipo Reclamos, Felicitaciones, o Sugerencias y las posteriores acciones que se realizan en el Gobierno Regional para dar respuesta a este requerimiento.(No considera Solicitudes asociadas a Ley 20.285 de Acceso a la Información Pública).",Oficina de partes,Profesional de Oficina de partes,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.","Ingreso de requerimiento ciudadano  del tipo Reclamos, Felicitaciones, o Sugerencias",Oficio de respuesta a requerimiento ciudadano.,,19880,https://www.bcn.cl/leychile/navegar?idNorma=210676&idParte=8512586&idVersion=Diferido,No,,,,,,Nivel 1,,Sí,,,https://goredenuble.cl/contacto/,,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,Sí,,,,Utiliza un mecanismo propio de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,,Sí,,,Ambos medios,No,,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2024-10-19 12:26:50,2024-12-31 11:12:21
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00050,Definición y Modificación del Marco presupuestario,Procedimiento administrativo de función común,Completado,"Da cuenta de la distribución de recursos del programa de inversión regional y de la inversión sectorial de asignación regional, con la respectiva descripción de directrices y prioridades.",Áreas asociadas al mandato institucional,Jefe División Presupuesto e Inversión Regional ,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Oficio Solicita Modificacion Presupuestaria,Resolución de  definición o modificación marco presupuestario,,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771&idParte=,Sí,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,No,,,No considera comunicaciones oficiales,2024-10-19 12:56:25,2024-12-31 10:33:00
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00051,Formulación Convenio Desempeño Colectivo institucional,Procedimiento administrativo de función común,Completado,"El Procedimiento Administrativo (PA) para la formulación  del Convenio Desempeño Colectivo institucional, define las acciones que se llevan a cabo para la formulación y formalización del Convenio de Desempeño Colectivo de la institución, según la normativa vigente, y las instrucciones recibidas desde el Ministerio del Interior.",Control de gestión,Profesional Control de Gestión Institucional.,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Resolución Exenta que define Equipo CDC periodo siguiente.,Resolución Exentan que aprueba el Convenio de Desempeño Colectivo para el periodo,,19882,https://www.bcn.cl/leychile/navegar?idNorma=211480,Sí,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,No,,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2024-10-19 13:18:00,2024-12-31 12:29:07
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PA-GOR00568-00053,Reclutamiento y Selección de Personal para proveer cargos de planta y de tercer nivel jerárquico ,Procedimiento administrativo de función común,Completado,"Procedimeito administrativo para llevar a cabo los concursos para provisión de cargos de ingreso a la planta y jefaturas de tercer nivel jerárquico, según normativa vigente.",Recursos humanos - gestión de personas,Profesional de Gestión y Desarrollo de Personas,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Instrucción del Jefe de Servicio para dar inicio al proceso para cubriri la vacante,Nombramiento persona seleccionada en el proceso,,18834,https://www.bcn.cl/leychile/navegar?idNorma=30210,Sí,,,,,,Nivel 3,,Sí,,,https://www.empleospublicos.cl/pub/convocatorias/convocatorias.aspx,,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,Sí,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,Sí,Sí,,Solo por medios eléctronicos,Solo por medios eléctronicos,No,,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2024-10-19 13:57:51,2024-12-31 12:12:22
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00030,Reevaluación de iniciativas de inversión,Procedimiento administrativo de función específica,Completado,Analizar modificaciones técnicas o económicas de las iniciativas de inversión,Áreas asociadas al mandato institucional,Profesional Unidad Analisis y Evaluación,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Oficio de la Unidad Técnica solicitando reenvaluación técnica o financiera,Oficio dirigido en respuesta a la Unidad Técnica con la nueva recomendación técnica o rechazo de la solicitud de reevaluación.,Pronunciamiento,18575,https://www.bcn.cl/leychile/navegar?idNorma=191865,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 2,,Sí,,,https://bip.ministeriodesarrollosocial.gob.cl/bip2-trabajo/app/login,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,,,Sí,Utiliza un mecanismo propio de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,,Sí,,,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-28 12:17:20,2024-12-31 12:26:21
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00031,"Postulación de iniciativas de inversión (Circ. 33 , Programas y FRIL)",Procedimiento administrativo de función específica,Completado,"Analizar iniciativas de inversión desde el punto de vista técnico asociadas a la circular 33, Programas y FRIL;",Otro,Profesional Evaluación y Análisis,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Oficio desde la unidad formuladora al Gobernador regional solicitando revisión y financiamiento de la inciativa,Certificado con RATE de la iniciativa,Pronunciamiento,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 2,,Sí,,,https://bip.ministeriodesarrollosocial.gob.cl/bip2-trabajo/app/login,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,,,Sí,Utiliza un mecanismo propio de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,,Sí,,,Ambos medios,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-28 12:30:49,2024-12-31 11:34:39
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00032,Distribución de recursos inversión regional de asignación local IRAL,Procedimiento administrativo de función específica,Completado,Aprobar la asignación de recursos del Programa de Mejoramiento de Barrios PMB para mejorar las condiciones de marginalidad sanitaria y de déficit de servicios básicos y del Programa de Mejoramiento Urbano y Equipamiento Comunal PMU para obras de infraestructura menor urbana en la modalidad IRAL;,Áreas asociadas al mandato institucional,Profesional División de infraestructura y Transportes,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Oficio remitido por Subdere,Oficio GORE informando acuerdo Consejo Regional,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 0,,Sí,,,,No,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-29 18:34:43,2024-12-31 10:59:40
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00038,Anteproyecto regional de inversión (ARI),Procedimiento administrativo de función específica,Completado,"El Anteproyecto Regional de Inversiones (ARI), forma parte de la Coordinación Regional de Inversiones, cuyo fin es la armonización en las unidades geográficas político-administrativas (regiones, provincias, comunas, localidades) del gasto (inversiones y transferencias) que realizarán durante el siguiente año presupuestario los órganos públicos que se encuentran presentes en ellos, sean sectoriales o el Gobierno Regional respectivo.;El ARI realiza un levantamiento de las iniciativas que cada uno de los servicios de la región tiene programado ejecutar en la región para el año siguiente, identificando los proyectos, estudios y programas y la estimación de sus costos.""",Áreas asociadas al mandato institucional,Funcionario División de Planificación y Desarrollo Regional,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Oficio enviado por el Ministerio Interior y Hacienda que indica plazos y cronograma para la elaboración del ARI regional,Certificado CORE que aprueba ARI,Pronunciamiento,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 3,,Sí,,,http://www.chileindica.cl/home.php,No,,2,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,,,Sí,Utiliza un mecanismo propio de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2024-10-18 16:44:34,2024-12-31 12:19:50
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00039,Postular a los fondos concursables del 8% del Fondo Nacional de Desarrollo Regional,Procedimiento administrativo de función específica,Completado,"Postulación para la entrega de subvención del 8% del Fondos Nacional de Desarrollo Regional (F.N.D.R.) para la Región de Ñuble para financiar actividades culturales, deportivas, de seguridad ciudadana, de carácter social, equidad de género, protección del medio ambiente y educación ambiental, entre otrosa través de concurso de iniciativas. Dirigido a las  entidades  instituciones privadas sin fines de lucro.",Áreas asociadas al mandato institucional,Profesional encargado División de Desarrollo Social y Humano.,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Resolución que aprueba bases y llama a concurso al Fondos concursable del 8% del Fondo Nacional de Desarrollo Regional,Resolución aprueba financiamiento de propuestas al fondo concursable 8%,Fondos concursables y/o postulables,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 4,Sí,,,,https://goredenuble.cl/concurso-vinculacion-comunidad-8/,No,,2,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,Sí,Sí,,,,Utiliza un mecanismo propio de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,Sí,Sí,,Solo por medios eléctronicos,Solo por medios eléctronicos,Sí,No,,No considera comunicaciones oficiales,2024-10-18 17:17:28,2024-12-31 11:40:18
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00040,Postulación al Fondo Regional para la productividad y desarrollo,Procedimiento administrativo de función específica,Completado,"Postulación para la entrega de subvención del Fondo Innovación para la Competitividad Regional (FIC-R), a través de concurso regional. Esto en asociación con instituciones receptoras especializadas que aseguren que el esfuerzo de inversión logre mejoras significativas en la competitividad y el desarrollo de la Región.",Áreas asociadas al mandato institucional,Jefatura de División de Fomento e Industria,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Resolución que aprueba bases y llama a concurso al Fondo Regional para la productividad y desarrollo,Resolución aprueba financiamiento de propuestas al concurso,Fondos concursables y/o postulables,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 3,,Sí,,,https://goredenuble.cl/fondo-regional-para-la-productividad-y-el-desarrollo/,No,,2,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,Sí,Sí,,,,Utiliza un mecanismo propio de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,Sí,Sí,,Solo por medios eléctronicos,Solo por medios eléctronicos,No,No,,No considera comunicaciones oficiales,2024-10-18 17:45:36,2024-12-31 12:42:44
